date,firstname,lastname,flyinghours,numberofpassengers,ticketsold,seatsvacant,delaystatus,flightsource,flightdestination
1993-01-17,kyle,white,7,149,121,28,delayed,del,maa
1993-01-18,ian,jarvis,4,225,182,43,delayed,maa,goi
1993-01-19,catherine,fields,4,76,63,13,on-time,del,maa
1993-01-20,steven,gilbert,9,278,83,195,on-time,ccu,hyd
1993-01-21,rachael,camacho,6,120,98,22,on-time,cok,bom
1993-01-22,juan,smith,6,88,40,48,on-time,bom,del
1993-01-23,rebekah,woods,8,193,161,32,delayed,ccu,trv
1993-01-24,john,williamson,6,190,111,79,on-time,blr,maa
1993-01-25,colin,montgomery,8,112,51,61,delayed,hyd,amd
1993-01-26,dana,johnson,8,163,42,121,delayed,del,goi
1993-01-27,jennifer,boone,9,62,36,26,on-time,del,blr
1993-01-28,aaron,whitney,7,150,52,98,on-time,trv,maa
1993-01-29,robert,daniel,6,135,134,1,delayed,goi,bom
1993-01-30,lauren,mendoza,7,195,63,132,delayed,cok,bom
1993-01-31,katherine,gibson,7,129,117,12,on-time,cok,ccu
1993-02-01,zachary,dean,5,86,85,1,on-time,maa,cok
1993-02-02,jason,long,5,229,200,29,on-time,maa,goi
1993-02-03,allison,carlson,7,57,32,25,on-time,bom,amd
1993-02-04,kimberly,brady,7,168,73,95,on-time,maa,blr
1993-02-05,robert,schmidt,8,76,55,21,delayed,maa,trv
1993-02-06,mariah,stephens,9,68,49,19,on-time,amd,cok
1993-02-07,katherine,miller,5,208,92,116,delayed,cok,amd
1993-02-08,melissa,friedman,4,137,56,81,on-time,amd,maa
1993-02-09,jonathan,holmes,8,227,90,137,delayed,bom,goi
1993-02-10,keith,johnson,4,201,182,19,on-time,maa,trv
1993-02-11,taylor,garcia,4,260,143,117,delayed,hyd,cok
1993-02-12,melanie,jackson,4,203,57,146,on-time,maa,goi
1993-02-13,jason,mendoza,9,219,45,174,delayed,ccu,blr
1993-02-14,victor,mayer,8,281,223,58,delayed,blr,ccu
1993-02-15,christine,stevenson,7,186,104,82,on-time,trv,cok
1993-02-16,jonathan,pierce,5,102,70,32,on-time,trv,hyd
1993-02-17,jason,thomas,7,233,118,115,delayed,trv,del
1993-02-18,catherine,marshall,8,180,133,47,delayed,hyd,del
1993-02-19,george,foley,6,280,170,110,delayed,del,trv
1993-02-20,chad,kelly,6,78,48,30,delayed,ccu,cok
1993-02-21,christopher,williams,9,201,130,71,on-time,amd,cok
1993-02-22,michelle,perry,7,161,84,77,delayed,cok,blr
1993-02-23,jamie,johnson,5,192,128,64,on-time,amd,blr
1993-02-24,tiffany,larson,6,273,201,72,delayed,blr,del
1993-02-25,thomas,torres,4,215,34,181,delayed,cok,amd
1993-02-26,andrea,hernandez,5,71,38,33,on-time,cok,amd
1993-02-27,allen,lozano,8,96,88,8,on-time,goi,cok
1993-02-28,hannah,trevino,7,140,58,82,delayed,amd,del
1993-03-01,james,santiago,8,177,90,87,on-time,amd,trv
1993-03-02,joseph,davenport,8,143,34,109,delayed,trv,cok
1993-03-03,jennifer,anderson,9,144,44,100,on-time,bom,ccu
1993-03-04,elizabeth,jones,9,237,164,73,on-time,cok,trv
1993-03-05,tyler,perry,4,183,52,131,delayed,cok,bom
1993-03-06,justin,shaw,9,212,168,44,on-time,trv,del
1993-03-07,hayden,nichols,6,186,32,154,on-time,cok,trv
1993-03-08,cheryl,wade,7,196,114,82,on-time,maa,hyd
1993-03-09,kathryn,johnson,6,92,32,60,on-time,trv,hyd
1993-03-10,ashley,knight,4,211,151,60,delayed,trv,del
1993-03-11,shawn,phillips,9,124,124,0,delayed,hyd,goi
1993-03-12,amy,gilbert,4,82,62,20,delayed,hyd,maa
1993-03-13,mark,king,5,207,101,106,on-time,hyd,del
1993-03-14,timothy,cook,9,78,68,10,delayed,trv,blr
1993-03-15,adam,howard,9,164,124,40,delayed,hyd,ccu
1993-03-16,mary,smith,7,96,34,62,on-time,bom,ccu
1993-03-17,joseph,taylor,8,289,108,181,on-time,amd,cok
1993-03-18,kelsey,schroeder,5,219,142,77,delayed,ccu,amd
1993-03-19,amy,gallegos,4,214,97,117,delayed,del,ccu
1993-03-20,kelly,walter,7,152,90,62,on-time,cok,trv
1993-03-21,jerry,hart,5,147,117,30,on-time,cok,hyd
1993-03-22,olivia,duncan,5,185,141,44,delayed,hyd,goi
1993-03-23,sandra,hall,7,223,110,113,delayed,bom,trv
1993-03-24,alexis,ellis,9,140,138,2,on-time,trv,hyd
1993-03-25,erica,cordova,6,119,64,55,delayed,hyd,cok
1993-03-26,tami,reynolds,7,247,202,45,delayed,trv,ccu
1993-03-27,jacob,flores,8,136,116,20,delayed,maa,trv
1993-03-28,james,coffey,4,222,32,190,delayed,del,cok
1993-03-29,david,kramer,4,184,56,128,on-time,maa,ccu
1993-03-30,jeremy,parker,9,122,62,60,delayed,del,bom
1993-03-31,ryan,carter,8,73,33,40,delayed,trv,bom
1993-04-01,felicia,duncan,9,295,91,204,delayed,trv,blr
1993-04-02,gary,mays,7,218,195,23,delayed,bom,ccu
1993-04-03,theresa,faulkner,6,125,89,36,delayed,cok,hyd
1993-04-04,matthew,perry,7,227,200,27,on-time,hyd,blr
1993-04-05,kelly,ramirez,4,120,37,83,on-time,amd,maa
1993-04-06,megan,rose,4,116,63,53,delayed,cok,bom
1993-04-07,matthew,paul,7,300,132,168,on-time,blr,goi
1993-04-08,ashlee,watson,4,86,64,22,on-time,ccu,bom
1993-04-09,jennifer,carlson,7,233,96,137,delayed,del,blr
1993-04-10,dale,wong,4,196,94,102,on-time,del,goi
1993-04-11,luke,king,5,217,193,24,delayed,del,cok
1993-04-12,linda,harris,6,88,74,14,on-time,amd,del
1993-04-13,abigail,duncan,8,231,227,4,on-time,cok,amd
1993-04-14,hunter,combs,7,266,216,50,delayed,goi,ccu
1993-04-15,christine,hickman,4,148,118,30,on-time,bom,trv
1993-04-16,troy,smith,6,135,117,18,on-time,amd,del
1993-04-17,katherine,mullins,9,295,76,219,on-time,goi,maa
1993-04-18,linda,evans,4,265,147,118,on-time,ccu,blr
1993-04-19,lisa,roman,8,60,60,0,on-time,ccu,maa
1993-04-20,alexandra,sullivan,9,149,144,5,delayed,maa,goi
1993-04-21,jeanne,fox,4,276,191,85,on-time,ccu,blr
1993-04-22,douglas,ryan,4,99,33,66,delayed,cok,amd
1993-04-23,jacob,stokes,4,252,168,84,on-time,cok,trv
1993-04-24,michael,calderon,7,297,38,259,delayed,maa,del
1993-04-25,elizabeth,watson,6,251,214,37,delayed,amd,bom
1993-04-26,eddie,barnett,5,256,197,59,on-time,goi,blr
1993-04-27,darren,levine,9,198,89,109,delayed,del,ccu
1993-04-28,robert,young,7,217,34,183,on-time,trv,del
1993-04-29,april,martin,5,229,196,33,delayed,del,ccu
1993-04-30,christian,leonard,9,62,49,13,delayed,cok,blr
1993-05-01,michele,blair,8,66,36,30,delayed,cok,ccu
1993-05-02,anthony,wood,4,255,81,174,on-time,maa,cok
1993-05-03,kirsten,benson,6,80,73,7,delayed,maa,ccu
1993-05-04,tyler,johnson,4,201,74,127,on-time,bom,blr
1993-05-05,yvonne,robertson,6,86,78,8,on-time,blr,amd
1993-05-06,carol,lowe,8,92,58,34,delayed,trv,del
1993-05-07,jacob,duncan,5,75,70,5,on-time,blr,del
1993-05-08,kevin,stevenson,7,70,30,40,delayed,blr,bom
1993-05-09,harry,larson,9,216,181,35,on-time,amd,goi
1993-05-10,vickie,hayden,9,82,43,39,delayed,hyd,trv
1993-05-11,michael,ross,7,155,60,95,delayed,trv,del
1993-05-12,sherri,miller,8,96,93,3,delayed,hyd,amd
1993-05-13,renee,scott,7,51,47,4,delayed,ccu,bom
1993-05-14,robert,bennett,8,300,78,222,on-time,goi,trv
1993-05-15,eric,merritt,5,168,83,85,on-time,del,hyd
1993-05-16,lauren,ross,4,253,68,185,on-time,cok,blr
1993-05-17,katherine,montoya,5,221,41,180,delayed,maa,hyd
1993-05-18,carlos,smith,5,161,94,67,on-time,trv,cok
1993-05-19,penny,thompson,4,76,33,43,delayed,blr,del
1993-05-20,william,fischer,7,181,59,122,delayed,ccu,goi
1993-05-21,mark,miller,8,198,113,85,on-time,ccu,amd
1993-05-22,carol,jordan,5,249,58,191,on-time,ccu,bom
1993-05-23,peggy,wilson,5,238,135,103,delayed,amd,ccu
1993-05-24,brian,bishop,4,170,154,16,delayed,amd,blr
1993-05-25,lauren,thompson,5,287,262,25,delayed,amd,maa
1993-05-26,donald,martinez,5,167,79,88,on-time,hyd,ccu
1993-05-27,john,king,6,82,32,50,delayed,hyd,blr
1993-05-28,sarah,schwartz,4,268,149,119,on-time,amd,blr
1993-05-29,kevin,robinson,6,106,67,39,delayed,trv,blr
1993-05-30,travis,acosta,8,298,147,151,delayed,amd,trv
1993-05-31,benjamin,garcia,7,270,85,185,on-time,cok,hyd
1993-06-01,stephen,estrada,4,236,139,97,delayed,ccu,amd
1993-06-02,michelle,perez,7,198,86,112,delayed,trv,del
1993-06-03,julia,flores,7,300,52,248,delayed,cok,trv
1993-06-04,gary,guerra,4,158,130,28,on-time,bom,goi
1993-06-05,patrick,le,7,111,40,71,delayed,amd,ccu
1993-06-06,donna,hopkins,5,141,67,74,delayed,bom,del
1993-06-07,lydia,jackson,7,221,108,113,delayed,cok,del
1993-06-08,tiffany,scott,7,168,65,103,on-time,blr,amd
1993-06-09,fred,huber,9,168,30,138,delayed,amd,maa
1993-06-10,christie,griffith,8,58,39,19,on-time,hyd,trv
1993-06-11,daniel,jones,8,253,83,170,delayed,trv,maa
1993-06-12,james,wolf,9,288,58,230,on-time,del,blr
1993-06-13,samuel,jones,7,143,89,54,delayed,maa,amd
1993-06-14,kevin,barnett,5,215,173,42,delayed,goi,ccu
1993-06-15,pamela,kim,5,135,60,75,delayed,cok,ccu
1993-06-16,anthony,stokes,9,244,87,157,on-time,maa,hyd
1993-06-17,david,gonzalez,8,224,138,86,on-time,del,blr
1993-06-18,mary,kline,6,138,87,51,on-time,goi,trv
1993-06-19,andrew,warren,4,170,166,4,on-time,cok,maa
1993-06-20,nicole,medina,9,292,63,229,delayed,cok,bom
1993-06-21,alexander,price,4,150,144,6,delayed,hyd,bom
1993-06-22,brittany,scott,4,92,47,45,delayed,blr,goi
1993-06-23,francis,manning,5,273,82,191,delayed,hyd,cok
1993-06-24,dawn,drake,9,188,63,125,on-time,maa,cok
1993-06-25,brooke,moran,7,238,195,43,delayed,hyd,ccu
1993-06-26,timothy,nicholson,4,55,55,0,delayed,goi,maa
1993-06-27,jeffrey,anderson,7,198,117,81,on-time,cok,trv
1993-06-28,marie,bell,8,163,147,16,on-time,trv,blr
1993-06-29,howard,rose,6,93,63,30,delayed,cok,maa
1993-06-30,vanessa,gomez,6,247,246,1,delayed,blr,amd
1993-07-01,john,goodwin,6,166,72,94,delayed,goi,hyd
1993-07-02,brian,simpson,5,299,119,180,delayed,blr,hyd
1993-07-03,haley,briggs,4,60,40,20,delayed,cok,hyd
1993-07-04,caitlin,bond,6,97,56,41,delayed,maa,amd
1993-07-05,bobby,woodward,5,145,87,58,delayed,goi,hyd
1993-07-06,chris,tanner,4,285,42,243,on-time,cok,blr
1993-07-07,kimberly,johnson,7,287,193,94,delayed,del,trv
1993-07-08,joseph,douglas,8,134,112,22,on-time,cok,hyd
1993-07-09,daniel,santana,8,220,67,153,on-time,maa,bom
1993-07-10,connie,harris,9,172,40,132,delayed,goi,bom
1993-07-11,danielle,fernandez,6,56,42,14,delayed,cok,maa
1993-07-12,randall,rogers,4,133,37,96,delayed,trv,goi
1993-07-13,marie,kim,5,250,226,24,on-time,ccu,del
1993-07-14,steve,kennedy,4,187,144,43,delayed,goi,amd
1993-07-15,alexander,gonzalez,5,175,111,64,delayed,maa,cok
1993-07-16,kellie,rosario,5,233,139,94,on-time,amd,maa
1993-07-17,monique,wang,4,122,74,48,on-time,hyd,goi
1993-07-18,nicholas,hunter,8,72,43,29,on-time,amd,goi
1993-07-19,leah,price,6,91,81,10,on-time,amd,blr
1993-07-20,john,cox,8,203,52,151,delayed,ccu,maa
1993-07-21,matthew,weaver,7,272,164,108,on-time,bom,cok
1993-07-22,stephen,wright,4,51,43,8,on-time,amd,blr
1993-07-23,miranda,goodwin,8,168,65,103,delayed,blr,cok
1993-07-24,daniel,walters,6,191,155,36,delayed,hyd,maa
1993-07-25,tara,perez,7,193,148,45,delayed,del,bom
1993-07-26,brittany,lewis,5,117,68,49,on-time,bom,maa
1993-07-27,kimberly,leonard,7,95,92,3,delayed,del,blr
1993-07-28,steven,simpson,6,176,47,129,on-time,trv,cok
1993-07-29,megan,hardy,8,161,96,65,on-time,bom,amd
1993-07-30,autumn,schmitt,8,237,177,60,delayed,hyd,blr
1993-07-31,rachel,johnson,8,64,39,25,on-time,cok,blr
1993-08-01,john,arnold,6,91,33,58,on-time,maa,cok
1993-08-02,michael,cisneros,9,283,274,9,on-time,del,maa
1993-08-03,mark,west,6,185,49,136,delayed,blr,bom
1993-08-04,brooke,shields,8,242,72,170,on-time,maa,hyd
1993-08-05,christopher,carey,6,225,208,17,on-time,bom,trv
1993-08-06,samantha,young,8,140,135,5,delayed,del,ccu
1993-08-07,david,hart,8,122,77,45,on-time,amd,maa
1993-08-08,cody,west,5,76,43,33,delayed,goi,ccu
1993-08-09,alexander,anderson,5,253,173,80,delayed,amd,goi
1993-08-10,matthew,prince,4,79,38,41,delayed,cok,maa
1993-08-11,rodney,coffey,6,226,122,104,delayed,cok,trv
1993-08-12,scott,nguyen,6,94,68,26,delayed,bom,hyd
1993-08-13,nicholas,patton,5,269,207,62,delayed,ccu,maa
1993-08-14,brent,cameron,5,103,46,57,delayed,amd,bom
1993-08-15,jessica,griffin,4,54,54,0,on-time,amd,del
1993-08-16,michael,morris,5,77,32,45,delayed,cok,bom
1993-08-17,christopher,schmitt,6,61,34,27,on-time,del,blr
1993-08-18,jessica,arnold,4,285,135,150,delayed,blr,amd
1993-08-19,sarah,thompson,4,73,39,34,on-time,trv,maa
1993-08-20,nicholas,bishop,6,91,84,7,delayed,goi,bom
1993-08-21,anna,ray,4,259,178,81,delayed,goi,ccu
1993-08-22,luis,gonzalez,9,99,66,33,delayed,goi,del
1993-08-23,michael,nolan,9,75,43,32,on-time,maa,blr
1993-08-24,mary,collins,7,222,57,165,delayed,maa,cok
1993-08-25,kristie,ross,7,104,95,9,delayed,amd,bom
1993-08-26,stephanie,shepherd,6,81,59,22,delayed,goi,blr
1993-08-27,alice,harrison,7,245,122,123,on-time,goi,del
1993-08-28,rachel,cox,4,133,93,40,delayed,amd,hyd
1993-08-29,julia,lucero,7,203,109,94,on-time,ccu,trv
1993-08-30,daniel,george,7,124,84,40,delayed,bom,goi
1993-08-31,jonathan,payne,9,144,52,92,delayed,cok,bom
1993-09-01,stacey,vaughan,7,162,51,111,delayed,blr,cok
1993-09-02,brandon,mullins,7,227,181,46,delayed,blr,bom
1993-09-03,michelle,lopez,6,299,131,168,on-time,ccu,cok
1993-09-04,benjamin,fuentes,4,109,84,25,on-time,hyd,maa
1993-09-05,derrick,burch,9,291,234,57,on-time,cok,amd
1993-09-06,lisa,miller,7,180,101,79,delayed,cok,bom
1993-09-07,amanda,cunningham,4,114,92,22,on-time,ccu,blr
1993-09-08,tommy,rojas,4,75,33,42,delayed,cok,del
1993-09-09,kelli,hughes,5,147,107,40,on-time,blr,maa
1993-09-10,clayton,phillips,8,209,54,155,delayed,goi,cok
1993-09-11,teresa,thompson,7,101,67,34,on-time,cok,trv
1993-09-12,david,williams,6,188,117,71,delayed,del,cok
1993-09-13,lindsay,nguyen,4,148,87,61,on-time,amd,goi
1993-09-14,brian,fleming,7,59,31,28,delayed,goi,hyd
1993-09-15,richard,simon,9,92,61,31,on-time,blr,maa
1993-09-16,katherine,harris,9,149,92,57,delayed,trv,cok
1993-09-17,andrew,cortez,9,191,168,23,on-time,cok,trv
1993-09-18,clayton,sanders,5,179,44,135,on-time,hyd,goi
1993-09-19,patrick,sanchez,8,298,223,75,on-time,hyd,amd
1993-09-20,erin,anderson,4,57,48,9,delayed,blr,amd
1993-09-21,travis,brown,6,257,219,38,delayed,maa,cok
1993-09-22,sherry,phillips,4,159,118,41,on-time,amd,maa
1993-09-23,ryan,patton,4,219,92,127,delayed,ccu,maa
1993-09-24,jennifer,gilmore,8,71,34,37,on-time,bom,amd
1993-09-25,vanessa,baker,5,55,47,8,on-time,del,goi
1993-09-26,brandon,long,9,271,138,133,on-time,hyd,del
1993-09-27,alexis,gordon,9,170,35,135,on-time,amd,cok
1993-09-28,jason,cooper,6,196,55,141,on-time,bom,hyd
1993-09-29,lori,pierce,6,177,158,19,on-time,blr,maa
1993-09-30,sandy,davis,6,298,253,45,delayed,cok,bom
1993-10-01,leslie,wilson,8,104,66,38,on-time,del,maa
1993-10-02,richard,lewis,8,152,132,20,delayed,trv,bom
1993-10-03,joshua,duke,9,266,178,88,delayed,trv,maa
1993-10-04,james,silva,6,67,66,1,on-time,amd,ccu
1993-10-05,zachary,brooks,6,253,49,204,on-time,goi,hyd
1993-10-06,benjamin,craig,7,219,168,51,on-time,ccu,cok
1993-10-07,aaron,ross,7,114,109,5,on-time,goi,blr
1993-10-08,miranda,lopez,4,210,210,0,delayed,trv,cok
1993-10-09,suzanne,ortega,5,219,149,70,on-time,goi,amd
1993-10-10,joshua,coleman,8,236,190,46,delayed,goi,ccu
1993-10-11,meghan,proctor,6,168,67,101,delayed,blr,maa
1993-10-12,vincent,haynes,7,155,70,85,delayed,ccu,cok
1993-10-13,heidi,burns,6,260,103,157,delayed,hyd,ccu
1993-10-14,kevin,smith,7,111,44,67,delayed,ccu,del
1993-10-15,charles,wallace,5,254,241,13,on-time,cok,goi
1993-10-16,isaac,blankenship,8,161,138,23,delayed,ccu,blr
1993-10-17,debra,spencer,6,84,31,53,on-time,hyd,trv
1993-10-18,kristin,hunter,5,214,40,174,on-time,del,bom
1993-10-19,alyssa,hebert,4,130,107,23,on-time,bom,cok
1993-10-20,jason,gardner,6,221,198,23,delayed,amd,blr
1993-10-21,dakota,faulkner,5,78,66,12,delayed,goi,trv
1993-10-22,larry,bauer,6,177,53,124,delayed,trv,bom
1993-10-23,anna,howard,6,134,104,30,on-time,ccu,cok
1993-10-24,matthew,wallace,5,86,36,50,delayed,ccu,maa
1993-10-25,heather,martin,7,154,62,92,delayed,cok,trv
1993-10-26,emily,anderson,6,229,58,171,on-time,goi,amd
1993-10-27,karen,gomez,7,224,93,131,on-time,blr,amd
1993-10-28,janice,patterson,7,233,124,109,on-time,del,bom
1993-10-29,jennifer,sanders,9,219,43,176,delayed,hyd,trv
1993-10-30,kaylee,rodriguez,7,129,111,18,on-time,bom,trv
1993-10-31,steven,munoz,5,269,143,126,on-time,del,cok
1993-11-01,terri,reid,6,127,41,86,delayed,hyd,ccu
1993-11-02,natalie,cannon,5,284,142,142,on-time,amd,del
1993-11-03,terri,carter,6,271,50,221,on-time,cok,amd
1993-11-04,joshua,baker,6,233,138,95,delayed,blr,maa
1993-11-05,anna,white,8,66,52,14,on-time,trv,goi
1993-11-06,shelby,delgado,9,133,88,45,delayed,del,ccu
1993-11-07,shawn,robles,9,163,64,99,delayed,amd,ccu
1993-11-08,kimberly,lyons,9,128,70,58,delayed,bom,ccu
1993-11-09,amy,oneill,5,182,63,119,on-time,maa,goi
1993-11-10,anita,duke,7,273,218,55,delayed,hyd,blr
1993-11-11,joel,ware,9,201,113,88,on-time,ccu,bom
1993-11-12,alexandria,dickerson,7,144,53,91,on-time,amd,ccu
1993-11-13,lisa,hill,4,292,41,251,delayed,bom,goi
1993-11-14,garrett,price,5,117,51,66,delayed,amd,cok
1993-11-15,heather,burns,8,116,49,67,delayed,maa,blr
1993-11-16,cory,austin,8,80,30,50,on-time,cok,goi
1993-11-17,kelly,edwards,4,107,56,51,delayed,hyd,maa
1993-11-18,tommy,johnson,9,176,127,49,delayed,amd,ccu
1993-11-19,timothy,anderson,8,105,66,39,delayed,amd,blr
1993-11-20,jose,strong,7,252,67,185,delayed,hyd,maa
1993-11-21,susan,fields,5,208,145,63,delayed,maa,goi
1993-11-22,rachel,charles,4,52,45,7,delayed,maa,cok
1993-11-23,don,compton,9,104,79,25,on-time,trv,hyd
1993-11-24,stacey,johnson,4,74,65,9,delayed,del,amd
1993-11-25,michelle,williamson,5,170,120,50,delayed,del,maa
1993-11-26,frank,armstrong,8,208,127,81,on-time,amd,maa
1993-11-27,brian,salazar,5,297,51,246,delayed,hyd,blr
1993-11-28,christina,pena,8,176,116,60,on-time,blr,bom
1993-11-29,steven,haney,6,231,165,66,on-time,blr,maa
1993-11-30,charles,parks,4,130,35,95,delayed,cok,hyd
1993-12-01,natasha,hunter,9,142,85,57,on-time,hyd,maa
1993-12-02,brian,pena,8,130,85,45,delayed,maa,goi
1993-12-03,samantha,anderson,5,192,192,0,on-time,del,hyd
1993-12-04,samantha,daniel,5,63,44,19,delayed,del,goi
1993-12-05,cindy,gomez,6,91,75,16,on-time,amd,bom
1993-12-06,joseph,campbell,7,60,44,16,on-time,goi,cok
1993-12-07,chris,perez,7,176,58,118,delayed,bom,amd
1993-12-08,ronald,curtis,4,102,66,36,delayed,blr,trv
1993-12-09,john,taylor,6,194,179,15,delayed,trv,del
1993-12-10,amy,davis,8,246,176,70,delayed,amd,bom
1993-12-11,kevin,coleman,5,246,157,89,delayed,maa,del
1993-12-12,sandra,leblanc,6,224,204,20,delayed,amd,maa
1993-12-13,ashley,campbell,8,287,84,203,on-time,blr,del
1993-12-14,kimberly,davis,4,167,152,15,on-time,hyd,del
1993-12-15,jeanette,wilson,6,298,52,246,on-time,maa,blr
1993-12-16,annette,frank,5,270,42,228,on-time,maa,del
1993-12-17,robert,bauer,9,68,65,3,on-time,bom,cok
1993-12-18,christopher,benson,6,95,60,35,on-time,bom,del
1993-12-19,jamie,murray,5,91,54,37,on-time,hyd,blr
1993-12-20,mary,anderson,4,126,92,34,on-time,hyd,blr
1993-12-21,harry,moore,6,220,54,166,on-time,goi,ccu
1993-12-22,alexandria,berry,7,164,129,35,on-time,hyd,cok
1993-12-23,james,flores,4,243,138,105,on-time,trv,blr
1993-12-24,bianca,roberts,7,211,139,72,delayed,del,trv
1993-12-25,katherine,dunn,6,299,267,32,delayed,blr,goi
1993-12-26,caleb,terrell,8,211,195,16,delayed,hyd,goi
1993-12-27,sherri,king,7,70,60,10,on-time,blr,ccu
1993-12-28,sarah,mcintosh,9,281,106,175,delayed,goi,amd
1993-12-29,marcus,baldwin,6,195,42,153,delayed,del,trv
1993-12-30,kelly,steele,4,180,138,42,on-time,bom,goi
1993-12-31,robert,martinez,9,234,175,59,on-time,maa,hyd
1994-01-01,emma,jones,8,70,62,8,delayed,bom,goi
1994-01-02,russell,martinez,5,251,76,175,on-time,del,blr
1994-01-03,william,rivera,7,274,210,64,on-time,maa,goi
1994-01-04,melissa,ruiz,9,165,97,68,on-time,blr,hyd
1994-01-05,michael,conway,5,70,68,2,on-time,bom,cok
1994-01-06,christopher,hall,8,54,30,24,on-time,bom,del
1994-01-07,darlene,welch,5,217,152,65,on-time,amd,goi
1994-01-08,carrie,olson,6,208,187,21,on-time,amd,hyd
1994-01-09,adrian,jones,4,82,38,44,delayed,ccu,bom
1994-01-10,bruce,wagner,4,228,78,150,delayed,ccu,goi
1994-01-11,william,baker,9,87,71,16,delayed,amd,trv
1994-01-12,shelly,sanders,5,72,49,23,on-time,blr,goi
1994-01-13,steven,hughes,7,55,33,22,delayed,blr,goi
1994-01-14,eric,powell,7,170,35,135,on-time,trv,ccu
1994-01-15,danny,smith,5,125,102,23,on-time,del,amd
1994-01-16,jared,shields,4,76,70,6,on-time,amd,goi
1994-01-17,robyn,garza,9,198,182,16,on-time,del,goi
1994-01-18,julia,warner,7,174,161,13,on-time,ccu,del
1994-01-19,patricia,hernandez,8,54,43,11,on-time,goi,bom
1994-01-20,danielle,castaneda,6,278,195,83,on-time,cok,bom
1994-01-21,crystal,garcia,7,209,195,14,on-time,cok,amd
1994-01-22,colin,johnson,4,91,48,43,delayed,cok,maa
1994-01-23,danielle,baker,7,109,94,15,delayed,trv,maa
1994-01-24,joshua,jones,8,268,245,23,on-time,blr,maa
1994-01-25,lisa,figueroa,9,232,129,103,on-time,maa,goi
1994-01-26,laura,perez,5,209,83,126,on-time,bom,goi
1994-01-27,justin,white,5,94,55,39,delayed,trv,cok
1994-01-28,christopher,jones,4,253,136,117,on-time,hyd,ccu
1994-01-29,jason,smith,5,192,42,150,delayed,maa,hyd
1994-01-30,aaron,diaz,6,223,70,153,delayed,goi,del
1994-01-31,samuel,mccall,4,136,85,51,delayed,trv,ccu
1994-02-01,matthew,roberts,4,193,87,106,on-time,hyd,amd
1994-02-02,albert,holmes,6,246,41,205,on-time,blr,trv
1994-02-03,cynthia,foster,8,221,56,165,delayed,cok,goi
1994-02-04,andrew,chandler,4,299,84,215,delayed,goi,del
1994-02-05,paul,hansen,8,76,40,36,delayed,ccu,amd
1994-02-06,paul,mckee,5,236,104,132,on-time,goi,cok
1994-02-07,corey,ewing,9,272,55,217,delayed,maa,amd
1994-02-08,christopher,deleon,5,81,42,39,on-time,amd,del
1994-02-09,samuel,porter,5,263,237,26,on-time,maa,hyd
1994-02-10,barbara,velasquez,8,93,40,53,on-time,maa,cok
1994-02-11,laura,johnson,6,211,200,11,delayed,blr,trv
1994-02-12,kayla,green,7,251,88,163,delayed,amd,cok
1994-02-13,deborah,gomez,7,279,147,132,on-time,del,goi
1994-02-14,chelsea,griffith,5,247,32,215,delayed,bom,amd
1994-02-15,joseph,gregory,6,152,128,24,delayed,amd,del
1994-02-16,katherine,cline,7,244,39,205,delayed,trv,del
1994-02-17,mark,perez,9,300,296,4,on-time,amd,cok
1994-02-18,jacob,russell,9,229,171,58,on-time,maa,amd
1994-02-19,tanya,hall,4,261,101,160,delayed,amd,goi
1994-02-20,dennis,foster,9,102,99,3,on-time,maa,cok
1994-02-21,susan,frazier,5,275,107,168,delayed,del,trv
1994-02-22,eric,mayo,6,149,122,27,delayed,goi,trv
1994-02-23,ethan,chaney,6,104,41,63,on-time,goi,maa
1994-02-24,robert,harris,9,90,31,59,delayed,goi,hyd
1994-02-25,stephen,clark,5,263,228,35,on-time,amd,trv
1994-02-26,barbara,davenport,4,237,45,192,on-time,hyd,trv
1994-02-27,sharon,smith,6,81,33,48,delayed,cok,hyd
1994-02-28,michael,whitaker,8,238,31,207,on-time,maa,ccu
1994-03-01,alexis,phillips,9,198,174,24,delayed,maa,hyd
1994-03-02,andrea,miller,6,220,213,7,delayed,amd,trv
1994-03-03,drew,hall,9,113,43,70,on-time,goi,ccu
1994-03-04,benjamin,burke,6,166,55,111,delayed,amd,cok
1994-03-05,kathryn,henderson,4,73,33,40,on-time,blr,goi
1994-03-06,andrea,wolfe,5,164,49,115,on-time,goi,amd
1994-03-07,victoria,camacho,8,193,162,31,on-time,hyd,goi
1994-03-08,wendy,campbell,9,158,142,16,on-time,amd,blr
1994-03-09,donna,barrera,5,179,62,117,on-time,cok,blr
1994-03-10,matthew,barber,9,181,165,16,delayed,ccu,goi
1994-03-11,angelica,fitzgerald,7,58,53,5,delayed,goi,maa
1994-03-12,dennis,medina,4,204,134,70,delayed,bom,amd
1994-03-13,connie,neal,8,124,35,89,delayed,bom,amd
1994-03-14,kristy,howard,6,145,68,77,on-time,cok,del
1994-03-15,sarah,phillips,5,86,80,6,on-time,del,maa
1994-03-16,nicole,scott,6,105,53,52,on-time,del,blr
1994-03-17,jessica,reyes,8,139,38,101,delayed,amd,goi
1994-03-18,amy,harris,8,129,102,27,on-time,maa,cok
1994-03-19,lori,edwards,7,263,214,49,delayed,blr,trv
1994-03-20,brooke,patton,9,167,145,22,on-time,blr,amd
1994-03-21,henry,mack,4,254,189,65,on-time,amd,ccu
