date,firstname,lastname,flyinghours,numberofpassengers,ticketsold,seatsvacant,delaystatus,flightsource,flightdestination
2003-08-31,barbara,schwartz,9,139,75,64,on-time,goi,blr
2003-09-01,michael,pacheco,4,239,54,185,delayed,hyd,ccu
2003-09-02,anthony,ryan,5,260,70,190,delayed,del,ccu
2003-09-03,matthew,hughes,5,261,83,178,delayed,blr,maa
2003-09-04,sabrina,newman,7,65,58,7,delayed,trv,blr
2003-09-05,lori,shaw,4,80,76,4,delayed,maa,hyd
2003-09-06,richard,newman,9,160,69,91,delayed,blr,goi
2003-09-07,maria,miller,7,51,35,16,on-time,del,trv
2003-09-08,nathan,smith,5,225,137,88,delayed,bom,ccu
2003-09-09,richard,gardner,5,68,39,29,on-time,bom,cok
2003-09-10,teresa,parker,5,229,72,157,on-time,goi,trv
2003-09-11,justin,wheeler,9,185,181,4,on-time,cok,blr
2003-09-12,terri,walter,8,186,175,11,delayed,cok,amd
2003-09-13,brianna,munoz,5,206,143,63,on-time,maa,hyd
2003-09-14,riley,welch,8,104,32,72,delayed,amd,hyd
2003-09-15,kimberly,hickman,7,247,167,80,on-time,bom,blr
2003-09-16,alejandra,bruce,9,82,33,49,delayed,goi,bom
2003-09-17,ricky,flowers,8,172,131,41,delayed,del,trv
2003-09-18,amy,hutchinson,5,187,89,98,delayed,ccu,del
2003-09-19,tyler,ortega,8,269,185,84,delayed,ccu,trv
2003-09-20,sonya,bailey,8,71,51,20,delayed,hyd,maa
2003-09-21,kathleen,ewing,6,190,64,126,delayed,del,cok
2003-09-22,dana,rodriguez,7,267,244,23,delayed,blr,hyd
2003-09-23,alexander,alvarez,9,212,52,160,delayed,trv,cok
2003-09-24,daniel,smith,4,158,50,108,on-time,cok,blr
2003-09-25,michael,perez,9,120,73,47,delayed,del,bom
2003-09-26,joshua,butler,4,248,200,48,delayed,del,blr
2003-09-27,ronald,ruiz,6,92,78,14,delayed,bom,hyd
2003-09-28,thomas,hooper,7,293,80,213,on-time,goi,maa
2003-09-29,erica,chen,4,251,191,60,delayed,blr,amd
2003-09-30,theresa,harper,6,147,116,31,delayed,goi,hyd
2003-10-01,savannah,combs,6,116,50,66,delayed,goi,blr
2003-10-02,gregory,madden,8,221,177,44,on-time,hyd,goi
2003-10-03,jennifer,ferguson,8,283,226,57,delayed,blr,ccu
2003-10-04,aaron,moore,6,178,40,138,on-time,amd,goi
2003-10-05,sara,ramirez,4,179,141,38,on-time,del,bom
2003-10-06,karen,black,8,62,30,32,on-time,ccu,cok
2003-10-07,jacqueline,lee,6,212,117,95,delayed,maa,trv
2003-10-08,jeffrey,andrews,6,185,68,117,on-time,amd,bom
2003-10-09,dalton,johnson,5,155,49,106,on-time,goi,ccu
2003-10-10,judith,hicks,6,144,114,30,delayed,maa,hyd
2003-10-11,cody,harris,5,250,177,73,on-time,del,trv
2003-10-12,sarah,grimes,9,60,50,10,on-time,del,cok
2003-10-13,anthony,diaz,5,111,82,29,on-time,trv,maa
2003-10-14,isaac,campbell,4,247,189,58,delayed,blr,bom
2003-10-15,lisa,hamilton,4,118,36,82,delayed,amd,hyd
2003-10-16,david,walker,8,81,65,16,delayed,hyd,maa
2003-10-17,joseph,vasquez,9,95,90,5,on-time,ccu,trv
2003-10-18,shirley,spencer,5,146,121,25,delayed,goi,bom
2003-10-19,sean,white,7,118,61,57,delayed,bom,ccu
2003-10-20,joseph,smith,9,152,109,43,on-time,blr,trv
2003-10-21,jeremiah,aguilar,8,215,201,14,on-time,amd,hyd
2003-10-22,derrick,conner,5,55,37,18,on-time,blr,amd
2003-10-23,jennifer,singh,9,235,165,70,on-time,ccu,bom
2003-10-24,henry,waters,6,295,158,137,delayed,cok,del
2003-10-25,justin,murphy,7,124,110,14,on-time,blr,amd
2003-10-26,david,strong,6,243,104,139,delayed,blr,cok
2003-10-27,martha,stein,5,234,202,32,on-time,maa,trv
2003-10-28,ronald,peterson,9,97,67,30,delayed,del,blr
2003-10-29,jennifer,sullivan,7,146,69,77,on-time,hyd,maa
2003-10-30,joseph,cobb,8,197,165,32,delayed,ccu,bom
2003-10-31,andrew,palmer,6,111,101,10,delayed,hyd,amd
2003-11-01,nathaniel,miller,9,298,98,200,on-time,trv,del
2003-11-02,brandon,wheeler,9,226,117,109,delayed,hyd,del
2003-11-03,linda,simmons,6,111,56,55,delayed,ccu,amd
2003-11-04,daniel,nichols,5,262,164,98,on-time,trv,maa
2003-11-05,susan,turner,9,81,55,26,delayed,blr,bom
2003-11-06,erika,smith,4,74,68,6,on-time,goi,cok
2003-11-07,cindy,vasquez,9,274,231,43,delayed,goi,del
2003-11-08,amber,clark,8,299,131,168,delayed,trv,bom
2003-11-09,victor,foster,9,223,80,143,on-time,ccu,blr
2003-11-10,kimberly,oliver,7,214,112,102,delayed,del,cok
2003-11-11,bryan,owens,4,235,49,186,delayed,trv,goi
2003-11-12,samantha,brown,7,244,113,131,on-time,bom,goi
2003-11-13,ronald,price,8,269,134,135,delayed,del,ccu
2003-11-14,jon,warren,5,260,36,224,delayed,trv,bom
2003-11-15,colleen,payne,6,249,136,113,delayed,goi,blr
2003-11-16,emily,monroe,8,184,33,151,delayed,amd,maa
2003-11-17,brandi,young,7,213,209,4,on-time,hyd,maa
2003-11-18,alyssa,green,8,80,76,4,on-time,del,hyd
2003-11-19,gerald,padilla,7,144,108,36,on-time,blr,del
2003-11-20,mark,sullivan,4,129,107,22,delayed,bom,trv
2003-11-21,april,moreno,9,247,177,70,on-time,bom,trv
2003-11-22,cynthia,rodriguez,6,107,59,48,on-time,goi,cok
2003-11-23,april,jackson,6,264,36,228,delayed,amd,ccu
2003-11-24,melissa,mason,5,258,215,43,delayed,ccu,trv
2003-11-25,edward,hernandez,5,68,45,23,on-time,hyd,amd
2003-11-26,anita,george,6,157,49,108,delayed,hyd,del
2003-11-27,justin,atkins,9,240,217,23,on-time,blr,trv
2003-11-28,elizabeth,lopez,8,154,150,4,delayed,maa,del
2003-11-29,jesse,pollard,6,110,93,17,on-time,amd,cok
2003-11-30,andrew,garcia,9,61,36,25,delayed,blr,cok
2003-12-01,claire,pitts,4,290,51,239,delayed,del,trv
2003-12-02,tina,rodriguez,5,142,79,63,on-time,trv,bom
2003-12-03,christopher,howell,4,148,49,99,on-time,bom,amd
2003-12-04,derrick,king,9,104,42,62,delayed,ccu,maa
2003-12-05,shane,shea,6,141,36,105,on-time,goi,trv
2003-12-06,christine,huynh,5,161,57,104,on-time,cok,amd
2003-12-07,cindy,valdez,8,214,66,148,delayed,goi,hyd
2003-12-08,heidi,gilmore,6,241,40,201,delayed,ccu,maa
2003-12-09,lisa,miller,8,51,46,5,on-time,ccu,amd
2003-12-10,destiny,anderson,6,110,91,19,delayed,amd,del
2003-12-11,jenna,harrington,5,109,77,32,delayed,del,blr
2003-12-12,douglas,lambert,9,144,87,57,delayed,trv,del
2003-12-13,rebekah,knapp,8,144,102,42,delayed,hyd,maa
2003-12-14,kara,hicks,8,96,32,64,on-time,hyd,blr
2003-12-15,jessica,schroeder,7,243,183,60,on-time,trv,amd
2003-12-16,james,stone,9,125,100,25,on-time,bom,trv
2003-12-17,casey,oliver,6,87,64,23,on-time,trv,amd
2003-12-18,sandra,thomas,9,293,157,136,delayed,maa,bom
2003-12-19,ian,oliver,6,55,54,1,on-time,trv,ccu
2003-12-20,heather,lopez,5,277,78,199,delayed,blr,hyd
2003-12-21,jennifer,williams,6,249,66,183,on-time,amd,trv
2003-12-22,alison,peters,4,154,109,45,delayed,goi,cok
2003-12-23,michelle,brown,5,151,111,40,delayed,cok,amd
2003-12-24,timothy,fernandez,4,214,143,71,delayed,ccu,maa
2003-12-25,luis,williams,8,291,146,145,delayed,maa,amd
2003-12-26,rick,perez,9,112,96,16,delayed,goi,del
2003-12-27,douglas,peterson,6,261,30,231,on-time,amd,bom
2003-12-28,william,jones,5,280,207,73,on-time,maa,del
2003-12-29,stephen,graham,8,255,247,8,delayed,amd,maa
2003-12-30,corey,figueroa,8,223,67,156,on-time,hyd,bom
2003-12-31,jamie,howard,8,147,103,44,on-time,maa,cok
2004-01-01,martha,nixon,9,68,43,25,delayed,goi,cok
2004-01-02,angela,burton,7,75,73,2,delayed,ccu,trv
2004-01-03,cameron,smith,6,196,116,80,delayed,hyd,ccu
2004-01-04,janice,mcdonald,6,152,99,53,delayed,ccu,maa
2004-01-05,cody,williams,8,119,110,9,delayed,del,ccu
2004-01-06,cory,robinson,7,242,87,155,delayed,del,trv
2004-01-07,dana,robinson,7,203,130,73,on-time,bom,del
2004-01-08,barbara,hall,4,263,225,38,on-time,goi,ccu
2004-01-09,jade,cox,4,70,42,28,on-time,del,bom
2004-01-10,john,hamilton,4,146,97,49,delayed,trv,hyd
2004-01-11,steven,obrien,4,125,110,15,delayed,maa,del
2004-01-12,michael,moon,7,154,129,25,delayed,goi,ccu
2004-01-13,rachel,odonnell,8,293,256,37,on-time,blr,del
2004-01-14,dillon,cochran,9,144,58,86,on-time,hyd,del
2004-01-15,rachael,kelley,7,162,143,19,on-time,amd,blr
2004-01-16,katherine,mcbride,4,232,144,88,delayed,amd,cok
2004-01-17,debra,lewis,9,83,68,15,delayed,maa,del
2004-01-18,morgan,orr,8,254,53,201,on-time,cok,amd
2004-01-19,maria,weeks,4,91,66,25,delayed,hyd,del
2004-01-20,mariah,greene,7,289,164,125,delayed,ccu,hyd
2004-01-21,ryan,brown,5,166,89,77,delayed,blr,amd
2004-01-22,michelle,wise,6,233,73,160,delayed,maa,cok
2004-01-23,seth,martinez,4,169,169,0,delayed,cok,del
2004-01-24,bruce,murphy,5,267,260,7,delayed,bom,blr
2004-01-25,nathan,irwin,8,91,30,61,on-time,bom,hyd
2004-01-26,tim,jackson,7,110,95,15,on-time,blr,goi
2004-01-27,thomas,clark,7,189,176,13,on-time,amd,bom
2004-01-28,christopher,pearson,5,105,87,18,delayed,goi,hyd
2004-01-29,susan,howard,6,117,105,12,delayed,blr,amd
2004-01-30,harold,sanchez,4,86,85,1,on-time,hyd,trv
2004-01-31,rodney,ford,4,299,78,221,on-time,hyd,maa
2004-02-01,cheryl,bryant,4,110,87,23,delayed,hyd,bom
2004-02-02,joseph,moore,7,170,166,4,delayed,blr,goi
2004-02-03,paul,mays,9,252,157,95,delayed,blr,bom
2004-02-04,michele,duran,4,263,71,192,delayed,cok,trv
2004-02-05,william,shaffer,5,76,70,6,delayed,hyd,trv
2004-02-06,sarah,mcdonald,7,93,73,20,on-time,trv,cok
2004-02-07,fernando,perez,5,244,139,105,delayed,goi,ccu
2004-02-08,john,kim,4,267,161,106,delayed,goi,maa
2004-02-09,leslie,chen,7,57,40,17,delayed,trv,cok
2004-02-10,sarah,jones,9,55,45,10,on-time,amd,bom
2004-02-11,stephen,gonzalez,7,172,45,127,on-time,cok,ccu
2004-02-12,kathleen,parsons,7,182,67,115,delayed,maa,del
2004-02-13,misty,vasquez,7,188,66,122,delayed,blr,ccu
2004-02-14,sierra,douglas,5,211,119,92,on-time,blr,bom
2004-02-15,susan,sanchez,7,223,198,25,on-time,del,amd
2004-02-16,allison,green,8,164,56,108,on-time,amd,blr
2004-02-17,eddie,hughes,9,68,63,5,delayed,bom,ccu
2004-02-18,teresa,weber,6,195,131,64,on-time,trv,del
2004-02-19,maria,wright,8,201,166,35,on-time,ccu,cok
2004-02-20,alan,stewart,8,205,168,37,on-time,goi,del
2004-02-21,donald,jones,5,82,32,50,on-time,del,hyd
2004-02-22,joshua,brock,9,265,168,97,on-time,trv,hyd
2004-02-23,scott,turner,8,298,179,119,delayed,hyd,amd
2004-02-24,meagan,moran,9,206,161,45,delayed,bom,maa
2004-02-25,joel,rangel,6,165,159,6,on-time,del,goi
2004-02-26,michelle,hall,4,141,52,89,delayed,goi,amd
2004-02-27,erin,scott,7,149,91,58,delayed,goi,blr
2004-02-28,jonathan,wagner,4,289,261,28,on-time,amd,bom
2004-02-29,roberta,brooks,8,66,59,7,on-time,trv,goi
2004-03-01,emma,miles,7,148,99,49,delayed,trv,amd
2004-03-02,david,hawkins,8,177,69,108,delayed,maa,trv
2004-03-03,david,bradshaw,8,100,93,7,delayed,goi,maa
2004-03-04,david,collins,9,184,30,154,on-time,blr,hyd
2004-03-05,michelle,jones,6,63,47,16,delayed,maa,cok
2004-03-06,gary,schmidt,7,236,188,48,on-time,cok,del
2004-03-07,pamela,montgomery,4,222,61,161,delayed,hyd,trv
2004-03-08,jennifer,tucker,5,249,221,28,on-time,maa,hyd
2004-03-09,brian,simmons,6,96,80,16,on-time,trv,amd
2004-03-10,robin,wiley,5,85,52,33,on-time,blr,hyd
2004-03-11,rachel,hodges,9,293,98,195,on-time,amd,ccu
2004-03-12,kevin,tucker,5,189,176,13,delayed,maa,cok
2004-03-13,robert,murphy,5,116,40,76,on-time,blr,trv
2004-03-14,julie,fernandez,6,234,153,81,delayed,maa,cok
2004-03-15,maria,ware,5,297,117,180,on-time,trv,ccu
2004-03-16,michele,robertson,9,106,73,33,on-time,bom,hyd
2004-03-17,michelle,harris,8,77,65,12,on-time,maa,amd
2004-03-18,debra,green,4,293,280,13,on-time,amd,trv
2004-03-19,tanya,ortiz,6,54,49,5,on-time,cok,hyd
2004-03-20,russell,riley,6,107,30,77,delayed,hyd,bom
2004-03-21,cheryl,castillo,9,278,161,117,delayed,bom,goi
2004-03-22,alicia,jennings,8,173,72,101,delayed,ccu,trv
2004-03-23,steven,phillips,9,135,104,31,delayed,hyd,del
2004-03-24,sheri,collier,4,264,123,141,delayed,amd,hyd
2004-03-25,james,perez,4,133,67,66,on-time,bom,amd
2004-03-26,thomas,farrell,6,101,43,58,delayed,blr,amd
2004-03-27,amy,ingram,8,276,84,192,on-time,cok,trv
2004-03-28,caroline,richardson,4,110,84,26,on-time,maa,del
2004-03-29,tyler,yang,4,295,166,129,delayed,bom,maa
2004-03-30,adrienne,hampton,4,59,54,5,on-time,blr,goi
2004-03-31,autumn,contreras,7,207,165,42,delayed,trv,goi
2004-04-01,charles,anderson,7,193,45,148,delayed,cok,del
2004-04-02,rebecca,steele,6,142,46,96,delayed,goi,trv
2004-04-03,paula,maynard,8,269,226,43,on-time,amd,blr
2004-04-04,susan,murphy,5,289,199,90,on-time,amd,del
2004-04-05,timothy,hunter,6,271,227,44,on-time,cok,trv
2004-04-06,jeffrey,deleon,7,121,68,53,delayed,blr,goi
2004-04-07,william,wilson,9,136,95,41,on-time,hyd,trv
2004-04-08,kelly,hahn,9,136,123,13,on-time,maa,amd
2004-04-09,sara,stevens,9,265,187,78,on-time,blr,trv
2004-04-10,eric,gardner,5,127,108,19,delayed,bom,cok
2004-04-11,anthony,conway,6,56,34,22,delayed,del,bom
2004-04-12,kenneth,murphy,5,255,108,147,on-time,ccu,hyd
2004-04-13,katrina,cannon,4,295,151,144,delayed,bom,amd
2004-04-14,john,jones,6,67,43,24,delayed,maa,amd
2004-04-15,desiree,jones,7,58,46,12,delayed,amd,trv
2004-04-16,nichole,holder,9,96,42,54,on-time,hyd,maa
2004-04-17,jonathan,hamilton,8,184,128,56,on-time,trv,cok
2004-04-18,emily,price,5,177,86,91,on-time,cok,goi
2004-04-19,ryan,robinson,9,293,179,114,on-time,blr,del
2004-04-20,grace,holloway,5,143,138,5,delayed,maa,hyd
2004-04-21,sean,escobar,5,293,65,228,delayed,blr,trv
2004-04-22,thomas,chavez,4,238,64,174,delayed,bom,ccu
2004-04-23,jason,page,5,205,66,139,delayed,hyd,bom
2004-04-24,jeff,mcbride,4,146,124,22,delayed,bom,trv
2004-04-25,christopher,martin,5,156,63,93,on-time,blr,hyd
2004-04-26,brittany,johnson,9,191,148,43,on-time,del,trv
2004-04-27,jesse,morgan,5,246,150,96,on-time,goi,bom
2004-04-28,jeremy,coleman,9,166,75,91,delayed,maa,goi
2004-04-29,lisa,allen,7,132,63,69,on-time,goi,hyd
2004-04-30,barbara,ruiz,7,84,54,30,delayed,trv,del
2004-05-01,kevin,pennington,6,86,69,17,delayed,goi,cok
2004-05-02,stephen,george,7,280,198,82,delayed,bom,cok
2004-05-03,joseph,miller,4,190,76,114,on-time,bom,goi
2004-05-04,cassandra,washington,5,66,59,7,delayed,ccu,goi
2004-05-05,lisa,smith,9,236,85,151,delayed,del,amd
2004-05-06,beth,hudson,5,94,49,45,delayed,amd,blr
2004-05-07,zachary,christensen,4,237,139,98,on-time,trv,bom
2004-05-08,randy,marquez,9,127,60,67,delayed,ccu,blr
2004-05-09,bryan,dougherty,6,217,123,94,delayed,trv,goi
2004-05-10,benjamin,rose,5,131,101,30,on-time,hyd,cok
2004-05-11,claudia,clark,4,175,148,27,on-time,ccu,blr
2004-05-12,susan,torres,7,124,61,63,delayed,trv,maa
2004-05-13,monica,rasmussen,6,271,94,177,on-time,trv,bom
2004-05-14,valerie,marshall,5,278,144,134,on-time,del,ccu
2004-05-15,nicholas,williams,8,94,86,8,delayed,blr,del
2004-05-16,james,clark,6,113,106,7,on-time,goi,cok
2004-05-17,terry,duncan,9,78,43,35,on-time,maa,blr
2004-05-18,thomas,barton,8,293,154,139,delayed,blr,del
2004-05-19,lisa,rodriguez,9,242,55,187,delayed,maa,cok
2004-05-20,david,beasley,9,252,215,37,delayed,goi,ccu
2004-05-21,cassidy,doyle,5,59,58,1,delayed,hyd,trv
2004-05-22,cathy,ochoa,7,205,205,0,on-time,goi,trv
2004-05-23,kelly,harris,8,271,175,96,on-time,maa,ccu
2004-05-24,michelle,mitchell,9,239,214,25,on-time,goi,maa
2004-05-25,meghan,bennett,5,110,98,12,on-time,del,bom
2004-05-26,april,woods,5,54,38,16,on-time,ccu,cok
2004-05-27,michelle,silva,9,70,66,4,on-time,bom,goi
2004-05-28,angela,sharp,4,138,136,2,delayed,ccu,bom
2004-05-29,michael,gallagher,4,249,68,181,delayed,trv,maa
2004-05-30,robert,anderson,9,56,32,24,on-time,ccu,goi
2004-05-31,david,campbell,6,217,160,57,delayed,del,hyd
2004-06-01,marcus,lambert,4,197,136,61,on-time,bom,hyd
2004-06-02,matthew,cox,9,201,157,44,delayed,trv,bom
2004-06-03,samantha,cox,5,151,36,115,delayed,blr,bom
2004-06-04,april,carter,5,90,37,53,on-time,amd,goi
2004-06-05,christy,henderson,9,85,33,52,delayed,trv,bom
2004-06-06,amanda,trevino,4,78,54,24,on-time,bom,ccu
2004-06-07,jose,black,5,60,33,27,delayed,cok,blr
2004-06-08,joseph,suarez,9,137,114,23,on-time,ccu,hyd
2004-06-09,rhonda,sutton,8,241,216,25,delayed,del,maa
2004-06-10,aaron,howard,8,99,85,14,on-time,maa,ccu
2004-06-11,brittany,wright,8,53,51,2,delayed,cok,hyd
2004-06-12,brandon,gonzales,8,76,39,37,on-time,blr,bom
2004-06-13,danielle,harris,4,122,32,90,on-time,goi,blr
2004-06-14,matthew,kelly,6,270,32,238,on-time,blr,ccu
2004-06-15,sandra,watson,8,123,78,45,delayed,del,hyd
2004-06-16,angela,mack,9,266,123,143,on-time,amd,bom
2004-06-17,raymond,rowland,9,238,197,41,delayed,ccu,amd
2004-06-18,jeffery,reyes,5,249,207,42,on-time,del,blr
2004-06-19,michael,fisher,5,298,262,36,delayed,blr,maa
2004-06-20,susan,avila,5,158,121,37,on-time,goi,maa
2004-06-21,walter,hubbard,7,128,127,1,delayed,ccu,del
2004-06-22,joel,green,6,291,68,223,delayed,del,ccu
2004-06-23,samantha,hernandez,7,288,57,231,on-time,bom,amd
2004-06-24,michael,rose,8,91,60,31,delayed,goi,cok
2004-06-25,travis,bates,6,65,40,25,delayed,cok,bom
2004-06-26,steven,jones,7,159,35,124,on-time,ccu,blr
2004-06-27,kyle,miller,5,270,102,168,delayed,maa,amd
2004-06-28,barbara,moore,6,293,111,182,delayed,ccu,maa
2004-06-29,christopher,johnson,4,113,37,76,delayed,del,amd
2004-06-30,mark,gardner,7,294,284,10,on-time,maa,cok
2004-07-01,kevin,hughes,6,209,46,163,on-time,cok,maa
2004-07-02,elizabeth,gonzalez,6,122,84,38,delayed,ccu,maa
2004-07-03,jessica,lester,7,265,57,208,delayed,hyd,goi
2004-07-04,justin,kelly,7,50,33,17,delayed,goi,del
2004-07-05,alison,mcdonald,4,254,230,24,delayed,del,hyd
2004-07-06,matthew,werner,4,256,218,38,on-time,goi,ccu
2004-07-07,timothy,turner,4,165,132,33,on-time,bom,goi
2004-07-08,mary,martinez,5,158,40,118,delayed,goi,bom
2004-07-09,julie,luna,9,221,123,98,on-time,bom,ccu
2004-07-10,thomas,lamb,8,57,57,0,delayed,maa,del
2004-07-11,james,white,7,71,42,29,delayed,amd,goi
2004-07-12,scott,hester,4,113,36,77,on-time,ccu,amd
2004-07-13,brandon,tapia,4,298,54,244,on-time,maa,trv
2004-07-14,erin,barber,6,175,106,69,delayed,amd,blr
2004-07-15,kim,cole,4,230,80,150,delayed,del,cok
2004-07-16,melanie,gibson,5,139,98,41,on-time,cok,amd
2004-07-17,nancy,mason,9,159,94,65,on-time,del,hyd
2004-07-18,alyssa,campbell,4,193,31,162,on-time,ccu,hyd
2004-07-19,hayley,campbell,8,153,50,103,on-time,hyd,cok
2004-07-20,andrew,young,7,161,68,93,delayed,maa,bom
2004-07-21,lisa,myers,8,111,47,64,on-time,del,bom
2004-07-22,steven,hines,4,300,166,134,on-time,amd,cok
2004-07-23,james,jensen,4,129,72,57,delayed,bom,blr
2004-07-24,alexander,johnson,4,164,154,10,on-time,bom,maa
2004-07-25,scott,morris,4,55,53,2,on-time,trv,ccu
2004-07-26,nathan,johnson,8,246,171,75,delayed,trv,hyd
2004-07-27,jessica,white,8,50,40,10,delayed,bom,amd
2004-07-28,joe,larsen,5,60,38,22,delayed,trv,hyd
2004-07-29,sonia,king,9,262,183,79,on-time,amd,trv
2004-07-30,amanda,ross,7,213,87,126,delayed,ccu,goi
2004-07-31,david,cruz,8,162,60,102,on-time,amd,trv
2004-08-01,shelby,chan,9,124,43,81,on-time,amd,bom
2004-08-02,grant,fuentes,5,105,92,13,on-time,del,goi
2004-08-03,jennifer,gonzales,7,196,98,98,delayed,ccu,blr
2004-08-04,denise,herman,6,161,76,85,delayed,goi,hyd
2004-08-05,timothy,bird,8,195,59,136,on-time,del,blr
2004-08-06,kevin,johnson,9,260,97,163,delayed,amd,blr
2004-08-07,matthew,chapman,4,104,89,15,delayed,goi,cok
2004-08-08,connor,clay,8,266,73,193,delayed,bom,cok
2004-08-09,timothy,hawkins,4,265,70,195,delayed,hyd,bom
2004-08-10,brian,hall,8,291,72,219,delayed,maa,trv
2004-08-11,elizabeth,west,8,179,179,0,on-time,blr,bom
2004-08-12,david,wallace,4,299,257,42,delayed,goi,trv
2004-08-13,matthew,clark,9,200,104,96,delayed,bom,trv
2004-08-14,david,salazar,7,278,96,182,on-time,goi,blr
2004-08-15,kari,deleon,5,244,60,184,on-time,maa,trv
2004-08-16,samuel,ferguson,8,238,89,149,on-time,goi,maa
2004-08-17,rebecca,daniel,7,288,35,253,delayed,del,bom
2004-08-18,angela,morales,6,188,41,147,on-time,cok,maa
2004-08-19,andrew,martin,7,220,53,167,delayed,ccu,cok
2004-08-20,cory,rodriguez,8,71,49,22,on-time,bom,blr
2004-08-21,julie,mason,5,180,157,23,on-time,blr,cok
2004-08-22,victoria,arroyo,8,281,159,122,delayed,cok,amd
2004-08-23,chelsea,crawford,8,291,274,17,delayed,hyd,del
2004-08-24,brenda,leach,8,140,59,81,delayed,hyd,bom
2004-08-25,bailey,perry,8,158,58,100,on-time,amd,del
2004-08-26,john,wolfe,7,280,171,109,delayed,blr,goi
2004-08-27,joshua,collins,6,222,206,16,delayed,maa,cok
2004-08-28,joshua,cantu,6,77,59,18,on-time,blr,maa
2004-08-29,kelly,clark,9,61,56,5,on-time,trv,amd
2004-08-30,robert,sanchez,7,189,93,96,on-time,trv,amd
2004-08-31,amanda,bradley,4,118,87,31,on-time,blr,bom
2004-09-01,alexander,carpenter,7,52,34,18,on-time,bom,cok
2004-09-02,zachary,johnson,5,90,89,1,on-time,trv,ccu
2004-09-03,traci,chandler,9,154,65,89,delayed,del,trv
2004-09-04,amanda,taylor,8,295,143,152,on-time,goi,amd
2004-09-05,timothy,jones,8,228,158,70,delayed,trv,del
2004-09-06,matthew,perez,7,85,46,39,on-time,cok,blr
2004-09-07,dominic,silva,8,163,47,116,on-time,del,blr
2004-09-08,dale,briggs,4,126,39,87,delayed,bom,hyd
2004-09-09,kimberly,james,6,219,183,36,delayed,ccu,cok
2004-09-10,joseph,brown,4,109,57,52,on-time,amd,del
2004-09-11,cynthia,martinez,6,97,61,36,delayed,hyd,amd
2004-09-12,jeremy,davis,8,180,54,126,on-time,maa,del
2004-09-13,april,taylor,5,142,65,77,on-time,cok,blr
2004-09-14,james,martinez,6,81,69,12,delayed,amd,maa
2004-09-15,stacy,thomas,9,58,57,1,delayed,hyd,maa
2004-09-16,tiffany,miller,4,251,175,76,on-time,amd,bom
2004-09-17,shelly,duncan,7,243,219,24,on-time,bom,trv
2004-09-18,margaret,lynch,5,229,96,133,delayed,goi,trv
2004-09-19,jessica,higgins,9,50,42,8,on-time,goi,blr
2004-09-20,christopher,travis,4,119,40,79,on-time,hyd,cok
2004-09-21,lori,meyer,8,267,56,211,delayed,maa,blr
2004-09-22,theresa,barnes,7,210,126,84,on-time,goi,amd
2004-09-23,michelle,stark,8,219,167,52,delayed,trv,amd
2004-09-24,donald,king,9,208,170,38,on-time,hyd,trv
2004-09-25,kimberly,richardson,7,195,109,86,delayed,maa,amd
2004-09-26,kimberly,evans,8,116,70,46,delayed,bom,blr
2004-09-27,dwayne,farrell,8,84,76,8,delayed,del,goi
2004-09-28,marie,fry,6,113,78,35,delayed,maa,bom
2004-09-29,monica,brown,4,171,50,121,on-time,del,hyd
2004-09-30,megan,ayala,8,187,172,15,on-time,ccu,cok
2004-10-01,angelica,miller,6,113,82,31,delayed,bom,trv
2004-10-02,ashley,smith,8,116,71,45,on-time,trv,del
2004-10-03,christopher,miles,7,174,31,143,delayed,del,maa
2004-10-04,anthony,vaughn,5,126,97,29,on-time,blr,del
2004-10-05,daniel,smith,6,285,222,63,on-time,hyd,trv
2004-10-06,nicholas,luna,8,161,140,21,on-time,amd,del
2004-10-07,dwayne,butler,6,252,141,111,on-time,blr,del
2004-10-08,emily,hines,6,130,84,46,on-time,cok,goi
2004-10-09,robert,ortega,6,187,37,150,on-time,hyd,amd
2004-10-10,richard,bowen,5,99,94,5,delayed,amd,blr
2004-10-11,tina,snyder,5,269,230,39,on-time,hyd,cok
2004-10-12,adam,carter,7,250,63,187,delayed,amd,maa
2004-10-13,corey,lopez,9,124,36,88,delayed,amd,maa
2004-10-14,andrew,holmes,8,205,118,87,delayed,del,bom
2004-10-15,whitney,collins,9,288,247,41,delayed,blr,bom
2004-10-16,kathryn,wilson,5,88,48,40,delayed,cok,amd
2004-10-17,matthew,phelps,7,227,198,29,on-time,hyd,cok
2004-10-18,angela,mahoney,5,245,110,135,delayed,amd,del
2004-10-19,todd,collins,4,70,41,29,on-time,bom,blr
2004-10-20,tina,mccullough,6,283,278,5,on-time,goi,trv
2004-10-21,lauren,martinez,9,149,37,112,delayed,goi,del
2004-10-22,jared,carpenter,4,171,162,9,on-time,cok,goi
2004-10-23,april,sanchez,8,82,42,40,delayed,blr,amd
2004-10-24,riley,quinn,7,288,36,252,on-time,cok,blr
2004-10-25,cheyenne,watson,9,154,131,23,on-time,blr,cok
2004-10-26,brandy,shah,4,87,76,11,delayed,blr,del
2004-10-27,jennifer,collins,5,185,94,91,delayed,cok,maa
2004-10-28,andrea,williams,5,160,118,42,on-time,goi,del
2004-10-29,doris,wright,7,191,119,72,delayed,maa,hyd
2004-10-30,jose,martinez,8,94,69,25,delayed,bom,trv
2004-10-31,dawn,montoya,9,242,89,153,on-time,hyd,amd
2004-11-01,terrance,combs,6,62,32,30,on-time,hyd,maa
